epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,323.115,1.68224,2.65656,1.02667,1.05198,0.46188,0.3111,0.33033,0.18021,0.41641,0.28308,0.29752,0.13385,1.79687,2.72406,1.13804,1.06193,0.000434,0.000434,0.000434
22,338.644,1.73414,2.63869,1.05723,1.0541,0.48585,0.34913,0.36773,0.2015,0.44212,0.32239,0.33506,0.15465,1.77357,2.69774,1.11628,1.06216,0.0004307,0.0004307,0.0004307
23,355.068,1.65885,2.62534,1.03725,1.05573,0.51568,0.33034,0.36965,0.19912,0.46567,0.30174,0.33053,0.15326,1.77867,2.69011,1.10579,1.0672,0.0004274,0.0004274,0.0004274
24,370.641,1.64027,2.58871,1.01906,1.05844,0.53759,0.30398,0.34963,0.18918,0.49036,0.27771,0.31576,0.14454,1.79124,2.71051,1.12274,1.05802,0.0004241,0.0004241,0.0004241
25,386.272,1.67471,2.64625,1.02818,1.05382,0.51775,0.31295,0.35153,0.19018,0.46833,0.28157,0.3132,0.14346,1.78685,2.70697,1.12317,1.05207,0.0004208,0.0004208,0.0004208
26,401.987,1.66803,2.64383,0.99579,1.06166,0.47552,0.31867,0.35076,0.19347,0.43278,0.28895,0.31876,0.14755,1.77528,2.7001,1.13681,1.05624,0.0004175,0.0004175,0.0004175
27,417.428,1.62061,2.49174,0.99976,1.04313,0.4722,0.33189,0.35734,0.19481,0.42812,0.29671,0.3208,0.14824,1.77338,2.71189,1.1433,1.05804,0.0004142,0.0004142,0.0004142
28,432.553,1.67499,2.62349,1.00964,1.05278,0.48229,0.34534,0.36202,0.19723,0.44113,0.31655,0.33267,0.15202,1.78195,2.7054,1.12735,1.06787,0.0004109,0.0004109,0.0004109
29,448.054,1.62858,2.60215,0.99851,1.06788,0.50416,0.33035,0.36805,0.19832,0.46223,0.31305,0.34437,0.15849,1.79405,2.70653,1.11841,1.07271,0.0004076,0.0004076,0.0004076
30,463.46,1.70791,2.61103,1.02865,1.06171,0.49036,0.31901,0.34476,0.18528,0.44,0.29331,0.31032,0.14527,1.79188,2.71524,1.13328,1.07673,0.0004043,0.0004043,0.0004043
31,478.617,1.68485,2.57752,1.0512,1.06295,0.46577,0.30411,0.32365,0.1748,0.41248,0.26756,0.27815,0.13097,1.80096,2.73328,1.15145,1.06621,0.000401,0.000401,0.000401
32,494.133,1.70967,2.6222,1.04649,1.05252,0.46575,0.30507,0.33199,0.18006,0.41514,0.269,0.29111,0.13621,1.81012,2.68824,1.13856,1.0646,0.0003977,0.0003977,0.0003977
33,509.317,1.60885,2.571,0.9638,1.05423,0.51021,0.32196,0.36278,0.19591,0.46424,0.289,0.32291,0.14894,1.79843,2.67828,1.09857,1.06125,0.0003944,0.0003944,0.0003944
34,524.477,1.59303,2.59018,0.95219,1.06255,0.4996,0.33688,0.3699,0.20029,0.46058,0.2997,0.32971,0.14984,1.79572,2.69017,1.10218,1.05617,0.0003911,0.0003911,0.0003911
35,539.446,1.64832,2.55884,1.01584,1.03957,0.50351,0.33229,0.36616,0.19787,0.44807,0.30336,0.32765,0.14907,1.79769,2.7005,1.10036,1.05596,0.0003878,0.0003878,0.0003878
36,554.618,1.51522,2.3951,0.92737,1.0348,0.50916,0.34083,0.37025,0.20015,0.45439,0.31018,0.33278,0.1515,1.78791,2.68797,1.10361,1.05866,0.0003845,0.0003845,0.0003845
37,570.009,1.59113,2.52221,0.94283,1.04255,0.50163,0.35014,0.37038,0.20007,0.45945,0.31702,0.33791,0.15309,1.78055,2.68007,1.10737,1.06397,0.0003812,0.0003812,0.0003812
38,585.415,1.64788,2.60903,0.97117,1.04915,0.50953,0.33406,0.36193,0.19664,0.47156,0.30382,0.33073,0.14979,1.78654,2.67637,1.09693,1.06,0.0003779,0.0003779,0.0003779
39,599.994,1.67038,2.53946,1.0228,1.04837,0.52869,0.32038,0.35962,0.19296,0.48152,0.2919,0.32602,0.14868,1.78333,2.67612,1.09563,1.05607,0.0003746,0.0003746,0.0003746
40,615.259,1.68497,2.5513,1.04344,1.02953,0.5132,0.31579,0.35654,0.19375,0.46684,0.2859,0.32122,0.14512,1.78373,2.69432,1.10098,1.05788,0.0003713,0.0003713,0.0003713
41,630.759,1.59059,2.49479,0.95125,1.03768,0.5045,0.32002,0.36065,0.19698,0.44475,0.29734,0.32657,0.1468,1.80645,2.72077,1.11216,1.06741,0.000368,0.000368,0.000368
42,645.917,1.59436,2.549,0.96513,1.06184,0.48179,0.33896,0.36199,0.19954,0.44033,0.31368,0.33156,0.15138,1.79564,2.70926,1.1021,1.06194,0.0003647,0.0003647,0.0003647
43,660.869,1.57749,2.499,0.97026,1.04315,0.48333,0.35185,0.36614,0.20042,0.44222,0.32773,0.33774,0.15445,1.78316,2.6957,1.09327,1.06102,0.0003614,0.0003614,0.0003614
44,675.76,1.61048,2.50123,0.99071,1.05116,0.49122,0.3428,0.36427,0.19776,0.45335,0.32005,0.33686,0.1555,1.78306,2.68815,1.09307,1.06672,0.0003581,0.0003581,0.0003581
45,691.323,1.62041,2.51873,0.9681,1.02622,0.50581,0.30545,0.34508,0.18875,0.46419,0.27805,0.31013,0.14217,1.80544,2.69197,1.11079,1.06633,0.0003548,0.0003548,0.0003548
46,706.276,1.64127,2.52305,0.97546,1.04394,0.51564,0.3175,0.35599,0.19232,0.45925,0.28521,0.31502,0.14569,1.79758,2.684,1.1063,1.07139,0.0003515,0.0003515,0.0003515
47,720.855,1.63423,2.50595,0.97633,1.02497,0.49544,0.34632,0.3653,0.19538,0.44308,0.31699,0.32495,0.14644,1.78794,2.68801,1.10848,1.07182,0.0003482,0.0003482,0.0003482
48,735.933,1.58071,2.51528,0.98258,1.03783,0.49246,0.35402,0.36953,0.19584,0.43689,0.31953,0.32633,0.14601,1.78305,2.69583,1.12532,1.06386,0.0003449,0.0003449,0.0003449
49,751.042,1.61606,2.54678,0.97698,1.04774,0.48728,0.35987,0.36888,0.19875,0.44115,0.33042,0.33279,0.15078,1.78196,2.69677,1.12247,1.06381,0.0003416,0.0003416,0.0003416
