epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,201.35,1.89428,3.07301,1.1937,1.08714,0.38924,0.24825,0.27114,0.13996,0.3646,0.23875,0.25553,0.11091,1.96113,3.23363,1.20486,1.10031,0.0004373,0.0004373,0.0004373
21,211.881,1.82833,3.07316,1.12826,1.07225,0.35566,0.29176,0.27285,0.14284,0.3355,0.26519,0.25539,0.10856,1.93488,3.21071,1.19228,1.09814,0.000434,0.000434,0.000434
22,221.254,1.77278,2.89985,1.0732,1.06922,0.37908,0.29225,0.28004,0.14623,0.34285,0.26623,0.25695,0.10097,1.92439,3.27199,1.16875,1.09806,0.0004307,0.0004307,0.0004307
23,230.453,1.81163,2.92336,1.11222,1.05596,0.41001,0.24264,0.2845,0.14762,0.37279,0.21666,0.2524,0.10218,1.9324,3.28798,1.15563,1.10074,0.0004274,0.0004274,0.0004274
24,239.486,1.80153,2.94665,1.14758,1.06169,0.40308,0.2475,0.28627,0.14874,0.37738,0.2355,0.27023,0.11415,1.92136,3.17077,1.14861,1.09678,0.0004241,0.0004241,0.0004241
25,248.601,1.78323,2.91716,1.09867,1.06335,0.38428,0.26621,0.28974,0.14756,0.369,0.25511,0.27268,0.1153,1.92007,3.14905,1.14091,1.09898,0.0004208,0.0004208,0.0004208
26,257.889,1.83665,2.99899,1.13715,1.07617,0.39959,0.29352,0.29806,0.1519,0.36352,0.27284,0.27519,0.11381,1.89949,3.15543,1.14523,1.09495,0.0004175,0.0004175,0.0004175
27,267.066,1.72259,2.78045,1.08511,1.0577,0.39343,0.2887,0.29966,0.15278,0.36697,0.2681,0.27784,0.11719,1.91042,3.13657,1.16601,1.09067,0.0004142,0.0004142,0.0004142
28,277.261,1.72296,2.87938,1.06939,1.07232,0.39445,0.27726,0.29542,0.15276,0.36527,0.26522,0.2799,0.11827,1.90537,3.12308,1.18322,1.09006,0.0004109,0.0004109,0.0004109
29,287.042,1.75795,2.9408,1.08677,1.07497,0.40672,0.25663,0.29153,0.15191,0.3991,0.25264,0.28297,0.12207,1.90075,3.13412,1.15923,1.08815,0.0004076,0.0004076,0.0004076
30,296.453,1.73005,2.85665,1.06773,1.05055,0.40749,0.27603,0.29373,0.15199,0.36768,0.26182,0.27564,0.11871,1.9043,3.08858,1.14655,1.09043,0.0004043,0.0004043,0.0004043
31,305.713,1.72571,2.87931,1.0832,1.07504,0.39964,0.28084,0.2944,0.15335,0.36463,0.26719,0.27676,0.11787,1.89121,3.08871,1.1427,1.08538,0.000401,0.000401,0.000401
32,314.852,1.71529,2.87407,1.0473,1.06939,0.39844,0.2824,0.29527,0.15288,0.37126,0.26406,0.27663,0.11979,1.898,3.06386,1.13341,1.08761,0.0003977,0.0003977,0.0003977
33,323.986,1.71075,2.80057,1.02769,1.06459,0.4542,0.25579,0.29188,0.15044,0.42371,0.24461,0.27247,0.12183,1.91542,3.08333,1.14906,1.08993,0.0003944,0.0003944,0.0003944
34,333.221,1.72144,2.8533,1.04086,1.05339,0.43009,0.2775,0.30849,0.15705,0.4037,0.26334,0.29071,0.12713,1.91552,3.10673,1.14996,1.09052,0.0003911,0.0003911,0.0003911
35,342.598,1.85202,2.93324,1.11837,1.04343,0.40601,0.30369,0.31638,0.1618,0.38266,0.27515,0.29366,0.12494,1.88835,3.07807,1.12612,1.07862,0.0003878,0.0003878,0.0003878
36,352.091,1.76931,2.86311,1.04736,1.03502,0.40569,0.29934,0.31629,0.16308,0.38696,0.27084,0.29305,0.12388,1.87834,3.076,1.12179,1.07225,0.0003845,0.0003845,0.0003845
37,361.463,1.714,2.84211,1.00099,1.04896,0.43051,0.28366,0.31609,0.16463,0.39534,0.261,0.2909,0.12142,1.87582,3.08582,1.11199,1.06737,0.0003812,0.0003812,0.0003812
38,371.43,1.76989,2.8886,1.051,1.049,0.43995,0.2694,0.30795,0.15916,0.40528,0.24732,0.28058,0.1185,1.87623,3.09519,1.11848,1.06768,0.0003779,0.0003779,0.0003779
39,380.538,1.78136,2.87249,1.05119,1.04214,0.43302,0.27325,0.30676,0.15781,0.39319,0.24693,0.27498,0.11772,1.86963,3.09165,1.10859,1.07272,0.0003746,0.0003746,0.0003746
40,389.586,1.75607,2.7527,1.06744,1.03081,0.42404,0.30642,0.32106,0.16727,0.38694,0.28252,0.29167,0.12615,1.84945,3.02579,1.09555,1.07789,0.0003713,0.0003713,0.0003713
41,399.083,1.72984,2.88405,1.00522,1.0392,0.43823,0.30187,0.32432,0.16753,0.4046,0.27986,0.29763,0.12826,1.85757,3.02434,1.10433,1.08091,0.000368,0.000368,0.000368
42,408.267,1.77082,2.79028,1.08135,1.0463,0.44182,0.2956,0.32176,0.16604,0.40589,0.27144,0.29172,0.12672,1.86652,3.04956,1.11746,1.07626,0.0003647,0.0003647,0.0003647
43,416.994,1.6805,2.73215,1.02566,1.04268,0.45139,0.28784,0.32389,0.16812,0.41833,0.26489,0.29739,0.13066,1.86883,3.02895,1.10046,1.07041,0.0003614,0.0003614,0.0003614
44,426.084,1.60986,2.71346,0.96232,1.03063,0.43011,0.30939,0.32445,0.16985,0.40779,0.29359,0.31098,0.13861,1.83361,2.97106,1.08782,1.06904,0.0003581,0.0003581,0.0003581
45,436.059,1.73559,2.8718,1.03027,1.03954,0.40294,0.31724,0.317,0.16631,0.38156,0.30614,0.30818,0.1373,1.8458,2.97306,1.10765,1.07455,0.0003548,0.0003548,0.0003548
46,445.152,1.74671,2.7686,1.03455,1.03525,0.4237,0.31857,0.3209,0.16663,0.40085,0.29781,0.30602,0.13434,1.84536,2.97314,1.0994,1.07404,0.0003515,0.0003515,0.0003515
47,455.05,1.70701,2.73366,1.01807,1.03743,0.42745,0.31586,0.3212,0.16546,0.39563,0.29777,0.30188,0.13162,1.84455,2.98002,1.10238,1.07371,0.0003482,0.0003482,0.0003482
48,463.755,1.63617,2.58218,0.99037,1.01235,0.42798,0.30613,0.31271,0.16146,0.38711,0.28866,0.28599,0.12535,1.82728,3.00467,1.10655,1.07293,0.0003449,0.0003449,0.0003449
49,473.431,1.59988,2.67631,0.9371,1.0156,0.42585,0.30602,0.3112,0.16349,0.39082,0.2882,0.28605,0.12387,1.81827,3.01307,1.10741,1.0713,0.0003416,0.0003416,0.0003416
50,482.557,1.59532,2.64996,0.93432,1.0271,0.43703,0.29575,0.31221,0.16268,0.39508,0.28025,0.28659,0.12576,1.85782,2.98961,1.12125,1.07881,0.0003383,0.0003383,0.0003383
51,492.174,1.65042,2.77299,0.9621,1.03981,0.4491,0.28612,0.31652,0.16417,0.40443,0.26449,0.2875,0.12689,1.8638,2.97763,1.10738,1.07482,0.000335,0.000335,0.000335
52,501.487,1.62623,2.69155,0.96685,1.02534,0.46144,0.28151,0.3203,0.16866,0.42554,0.25671,0.29287,0.12846,1.84618,2.97807,1.08849,1.06112,0.0003317,0.0003317,0.0003317
53,511.186,1.70929,2.72999,1.02047,1.04258,0.46832,0.28441,0.32706,0.17027,0.43007,0.25851,0.29856,0.13291,1.84235,2.98048,1.08276,1.06204,0.0003284,0.0003284,0.0003284
54,520.914,1.75202,2.77853,1.03167,1.03169,0.4515,0.28407,0.32678,0.1714,0.4177,0.28112,0.31151,0.13768,1.82679,2.98854,1.09895,1.05969,0.0003251,0.0003251,0.0003251
55,530.904,1.73726,2.8283,1.00157,1.01902,0.42226,0.29018,0.31662,0.16674,0.38648,0.27487,0.29209,0.12742,1.81599,2.99144,1.10335,1.05553,0.0003218,0.0003218,0.0003218
56,540.522,1.74766,2.77065,1.05339,1.02944,0.42762,0.2902,0.31472,0.16371,0.3877,0.27244,0.28649,0.12285,1.85693,2.98986,1.10495,1.06708,0.0003185,0.0003185,0.0003185
57,549.869,1.66321,2.67715,0.96952,1.02171,0.45673,0.28997,0.32948,0.1714,0.42342,0.26787,0.30385,0.13563,1.8576,2.95015,1.08016,1.07012,0.0003152,0.0003152,0.0003152
58,559.719,1.61064,2.70147,0.92759,1.0299,0.45754,0.28465,0.32934,0.172,0.42687,0.26374,0.30479,0.13737,1.85271,2.93898,1.07474,1.06848,0.0003119,0.0003119,0.0003119
59,569.553,1.72348,2.76472,1.02111,1.02918,0.43644,0.28145,0.32215,0.16714,0.41253,0.2607,0.29933,0.13208,1.83764,2.97531,1.08141,1.06734,0.0003086,0.0003086,0.0003086
60,578.473,1.63957,2.64717,0.97688,1.02045,0.42972,0.29623,0.32267,0.16805,0.39544,0.27929,0.3001,0.13211,1.82185,2.96312,1.08055,1.06358,0.0003053,0.0003053,0.0003053
61,587.553,1.68031,2.70251,0.99697,1.03553,0.4488,0.30269,0.32687,0.17088,0.41104,0.27918,0.30042,0.13402,1.81823,2.93187,1.07544,1.06335,0.000302,0.000302,0.000302
62,596.67,1.72891,2.67257,1.00347,1.02236,0.40532,0.29664,0.30657,0.1626,0.38268,0.27316,0.28235,0.12553,1.82391,2.9305,1.08899,1.05803,0.0002987,0.0002987,0.0002987
63,605.736,1.65571,2.68975,0.97489,1.01831,0.39759,0.27957,0.2857,0.15337,0.38392,0.25171,0.26353,0.11797,1.82294,2.93623,1.10925,1.0561,0.0002954,0.0002954,0.0002954
64,615.251,1.63293,2.6648,0.94327,1.01756,0.41867,0.28133,0.29833,0.15895,0.4001,0.26421,0.27906,0.12536,1.8144,2.92322,1.09546,1.05328,0.0002921,0.0002921,0.0002921
65,624.202,1.65927,2.6477,0.97911,1.02961,0.44827,0.30127,0.32662,0.17031,0.42105,0.27711,0.30609,0.13796,1.81018,2.91313,1.06513,1.05101,0.0002888,0.0002888,0.0002888
66,633.712,1.557,2.61122,0.89901,1.0102,0.45318,0.30244,0.33122,0.17221,0.43012,0.27484,0.30503,0.13572,1.79818,2.93036,1.05842,1.04928,0.0002855,0.0002855,0.0002855
67,643.252,1.64018,2.65591,0.97234,1.01587,0.46156,0.29415,0.32577,0.17109,0.43499,0.27162,0.30451,0.13374,1.80263,2.94082,1.05486,1.05492,0.0002822,0.0002822,0.0002822
68,652.574,1.55248,2.53153,0.90274,1.00261,0.47265,0.2848,0.32218,0.167,0.44552,0.26535,0.29977,0.13247,1.82011,2.92657,1.06645,1.06283,0.0002789,0.0002789,0.0002789
69,662.257,1.68766,2.6792,0.9943,1.01788,0.45193,0.28582,0.31894,0.16643,0.42586,0.26942,0.29939,0.13267,1.8281,2.92875,1.07321,1.06694,0.0002756,0.0002756,0.0002756
70,671.528,1.61029,2.61686,0.92061,1.00287,0.43218,0.30059,0.31532,0.16541,0.38909,0.28092,0.29073,0.12965,1.8172,2.93979,1.07924,1.06174,0.0002723,0.0002723,0.0002723
71,681.243,1.64721,2.71423,0.95898,1.02236,0.42363,0.30065,0.31414,0.16443,0.38585,0.28068,0.2889,0.12918,1.81456,2.92056,1.07909,1.05791,0.000269,0.000269,0.000269
72,690.226,1.64231,2.62969,0.97595,1.01062,0.4346,0.30554,0.32167,0.16775,0.39264,0.28163,0.29265,0.13115,1.81115,2.90884,1.07855,1.05697,0.0002657,0.0002657,0.0002657
73,699.477,1.57694,2.58381,0.91069,1.01558,0.45049,0.30057,0.32685,0.17272,0.41222,0.27659,0.29954,0.13385,1.79366,2.8859,1.05508,1.055,0.0002624,0.0002624,0.0002624
74,708.699,1.63567,2.60386,0.94985,1.02076,0.46663,0.29783,0.33026,0.17337,0.41834,0.28318,0.30537,0.13404,1.80666,2.89386,1.05415,1.05818,0.0002591,0.0002591,0.0002591
