epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,1111.78,1.85412,3.08267,1.06147,1.0697,0.42142,0.26892,0.29066,0.14431,0.39888,0.25292,0.27175,0.12347,1.79469,2.73601,1.08577,1.02543,0.000495266,0.000495266,0.000495266
73,1129.31,1.83935,2.95946,1.08308,1.06401,0.41297,0.25501,0.28474,0.14137,0.40299,0.24465,0.27318,0.12639,1.79909,2.7499,1.08353,1.03047,0.000478762,0.000478762,0.000478762
74,1142.19,1.76521,2.91035,1.03274,1.05843,0.40972,0.2716,0.28931,0.14315,0.38866,0.25457,0.26944,0.12505,1.79556,2.72587,1.07788,1.02912,0.000462259,0.000462259,0.000462259
75,1165.66,1.86899,2.97004,1.10201,1.06573,0.40745,0.27777,0.28934,0.14285,0.39421,0.25829,0.26818,0.12357,1.7922,2.72056,1.08365,1.02812,0.000445756,0.000445756,0.000445756
76,1177.98,1.78312,2.88063,1.05572,1.05225,0.40226,0.2707,0.282,0.14082,0.393,0.2528,0.26829,0.12615,1.80178,2.72584,1.07891,1.03017,0.000429253,0.000429253,0.000429253
77,1196.59,1.82837,2.98519,1.03858,1.05198,0.41874,0.25812,0.27909,0.14086,0.40248,0.24546,0.26543,0.12591,1.80273,2.72123,1.0689,1.02786,0.000412749,0.000412749,0.000412749
78,1207.94,1.73709,2.86187,0.9989,1.06536,0.41715,0.25688,0.27987,0.1432,0.41045,0.24506,0.26749,0.12555,1.79388,2.71728,1.0688,1.02369,0.000396246,0.000396246,0.000396246
79,1225.79,1.81264,2.88578,1.05371,1.05999,0.44218,0.26476,0.29792,0.15182,0.42366,0.24656,0.27882,0.12934,1.7833,2.7197,1.07035,1.01922,0.000379743,0.000379743,0.000379743
80,1239.45,1.7054,2.79037,1.00352,1.06634,0.45072,0.26466,0.30429,0.15369,0.42562,0.25007,0.286,0.13143,1.78288,2.72665,1.06597,1.01899,0.000363239,0.000363239,0.000363239
81,1256.2,1.75106,2.89535,1.00792,1.05412,0.45485,0.26483,0.30518,0.15595,0.43414,0.24934,0.28939,0.13556,1.77991,2.69116,1.05992,1.01579,0.000346736,0.000346736,0.000346736
82,1266.29,1.79547,2.90825,1.0328,1.06649,0.44017,0.26628,0.29573,0.15377,0.41708,0.2493,0.2798,0.1318,1.78185,2.68009,1.07199,1.01613,0.000330233,0.000330233,0.000330233
83,1277.41,1.69968,2.81127,0.99497,1.04946,0.41115,0.28651,0.30242,0.15371,0.39197,0.26808,0.28391,0.12874,1.79204,2.69663,1.06768,1.01695,0.000313729,0.000313729,0.000313729
84,1292.43,1.77075,2.88719,1.02977,1.04541,0.40818,0.29779,0.30319,0.15328,0.38918,0.27378,0.28191,0.12953,1.79013,2.68113,1.07265,1.02101,0.000297226,0.000297226,0.000297226
85,1308.28,1.79379,2.881,1.05085,1.05601,0.41692,0.29823,0.30541,0.15338,0.39296,0.28268,0.28582,0.13148,1.79285,2.68264,1.07026,1.02556,0.000280723,0.000280723,0.000280723
