epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,472.836,1.57438,2.38994,1.21473,1.08923,0.32252,0.29963,0.23676,0.10557,0.32545,0.2984,0.23952,0.09641,2.05088,3.20399,2.2419,1.44049,0.000198206,0.000198206,0.000198206
91,505.599,1.55575,2.35008,1.61393,1.14662,0.31542,0.30826,0.22681,0.10073,0.31239,0.30826,0.23476,0.09367,2.04615,3.21332,2.22269,1.43923,0.000181703,0.000181703,0.000181703
92,510.695,1.58565,2.39522,1.4079,1.14016,0.30884,0.3058,0.22078,0.09865,0.31606,0.31196,0.22785,0.09024,2.02672,3.19861,2.24128,1.43551,0.0001652,0.0001652,0.0001652
93,515.792,1.5526,2.32385,1.36658,1.10628,0.3041,0.3109,0.22481,0.09942,0.34347,0.3058,0.2381,0.09386,2.02681,3.17223,2.24049,1.45362,0.000148696,0.000148696,0.000148696
94,520.941,1.53235,2.38156,1.33678,1.12428,0.31348,0.31812,0.22567,0.09881,0.33092,0.33169,0.24298,0.09317,2.03016,3.16433,2.23393,1.45746,0.000132193,0.000132193,0.000132193
95,526.102,1.56259,2.33475,1.32349,1.11114,0.31533,0.30086,0.22223,0.09842,0.32438,0.30949,0.22971,0.09071,2.0205,3.16863,2.2177,1.45038,0.00011569,0.00011569,0.00011569
96,531.129,1.55738,2.34737,1.3086,1.1123,0.30886,0.30826,0.22596,0.10016,0.32956,0.30086,0.2294,0.09153,2.01199,3.17833,2.21964,1.44058,9.91865e-05,9.91865e-05,9.91865e-05
97,536.2,1.46255,2.30009,1.27507,1.06964,0.31036,0.30333,0.22568,0.10204,0.31879,0.30333,0.23543,0.09407,2.00152,3.18517,2.20153,1.42598,8.26832e-05,8.26832e-05,8.26832e-05
98,541.156,1.52273,2.39209,1.23191,1.09764,0.30014,0.31689,0.23178,0.10469,0.31979,0.31196,0.24099,0.09795,2.00337,3.20586,2.20281,1.42463,6.61799e-05,6.61799e-05,6.61799e-05
99,546.336,1.51859,2.33814,1.2224,1.0845,0.31803,0.30949,0.23298,0.10441,0.31636,0.3058,0.23933,0.09789,2.00898,3.21053,2.21421,1.43437,4.96766e-05,4.96766e-05,4.96766e-05
100,551.419,1.46469,2.28704,1.19826,1.08939,0.31235,0.31141,0.2375,0.10504,0.32571,0.30949,0.24256,0.1002,2.01389,3.21818,2.19991,1.42902,3.31733e-05,3.31733e-05,3.31733e-05
