epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,455.017,1.67186,2.6001,1.04663,1.05191,0.49216,0.34559,0.34939,0.19276,0.46507,0.32319,0.32213,0.14902,1.75774,2.68106,1.09723,1.05788,0.0004043,0.0004043,0.0004043
31,470.148,1.71237,2.61964,1.09494,1.07541,0.48949,0.3393,0.3499,0.19145,0.46826,0.30791,0.3194,0.14595,1.78382,2.71592,1.08746,1.05725,0.000401,0.000401,0.000401
32,485.135,1.72897,2.60939,1.1005,1.06209,0.49165,0.33287,0.35634,0.19809,0.46776,0.31254,0.32575,0.15089,1.77108,2.72363,1.08309,1.05598,0.0003977,0.0003977,0.0003977
33,500.879,1.63583,2.57454,1.02215,1.06063,0.49385,0.34374,0.35854,0.20068,0.45562,0.32065,0.32673,0.15274,1.74866,2.6895,1.06677,1.0551,0.0003944,0.0003944,0.0003944
34,515.723,1.63946,2.60378,1.01559,1.05982,0.48035,0.33936,0.35071,0.19385,0.44911,0.30852,0.31644,0.14717,1.75369,2.68097,1.08563,1.05641,0.0003911,0.0003911,0.0003911
35,531.125,1.6274,2.59822,0.96621,1.05189,0.48069,0.3381,0.34974,0.19413,0.43798,0.31726,0.31833,0.14772,1.75618,2.67632,1.08265,1.05479,0.0003878,0.0003878,0.0003878
36,545.773,1.5781,2.53818,0.96359,1.04763,0.49009,0.34048,0.35161,0.19511,0.45323,0.31676,0.32005,0.14815,1.75762,2.6765,1.0858,1.05747,0.0003845,0.0003845,0.0003845
37,560.949,1.59852,2.49225,0.98317,1.03991,0.5015,0.33406,0.35525,0.19932,0.47557,0.316,0.32884,0.15264,1.75266,2.68194,1.07557,1.06076,0.0003812,0.0003812,0.0003812
38,576.625,1.65097,2.62466,1.00552,1.05989,0.49708,0.33656,0.35737,0.19996,0.47804,0.30547,0.32923,0.15019,1.77066,2.71302,1.08127,1.06216,0.0003779,0.0003779,0.0003779
39,591.851,1.65257,2.53853,1.00688,1.0414,0.51712,0.32821,0.35582,0.20175,0.4873,0.31021,0.32844,0.1526,1.74545,2.69274,1.08693,1.05235,0.0003746,0.0003746,0.0003746
40,607.085,1.66073,2.55661,1.01188,1.04266,0.4994,0.34217,0.35378,0.19961,0.46476,0.31967,0.32586,0.15214,1.7376,2.68525,1.10087,1.05244,0.0003713,0.0003713,0.0003713
41,622.63,1.58119,2.49984,0.94703,1.03799,0.49021,0.35301,0.35071,0.19334,0.45549,0.33311,0.32151,0.14661,1.77272,2.72024,1.11388,1.06573,0.000368,0.000368,0.000368
42,637.752,1.60633,2.54645,0.98565,1.06151,0.47667,0.35148,0.35182,0.19334,0.44497,0.33072,0.32315,0.14628,1.76759,2.70999,1.09951,1.06646,0.0003647,0.0003647,0.0003647
43,652.621,1.60733,2.53762,0.99189,1.06978,0.48516,0.35158,0.35395,0.19545,0.46205,0.32535,0.32541,0.14833,1.75735,2.69976,1.0888,1.06578,0.0003614,0.0003614,0.0003614
44,667.88,1.55786,2.49186,0.93215,1.04173,0.49025,0.32749,0.35116,0.19762,0.47013,0.30456,0.32386,0.15034,1.7438,2.67964,1.07621,1.05723,0.0003581,0.0003581,0.0003581
45,683.449,1.63469,2.545,0.97574,1.02631,0.4711,0.32588,0.34435,0.19351,0.44473,0.30229,0.31569,0.14871,1.75386,2.67582,1.07699,1.05477,0.0003548,0.0003548,0.0003548
