epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.7917,2.83524,5.3184,2.78283,1.87532,0.04562,0.04545,0.0269,0.01288,0.00469,0.00383,0.00198,0.00045,2.63126,18.6981,inf,1.49376,0.077115,0.000115,0.000115
2,22.916,2.28471,4.04802,1.85567,1.42482,0.10007,0.09143,0.07089,0.03437,0.02062,0.01531,0.01133,0.00345,2.43377,18.2435,inf,1.18478,0.0532334,0.000233449,0.000233449
3,32.9406,2.18512,3.77184,1.69294,1.31856,0.14771,0.10888,0.11263,0.0588,0.09565,0.09271,0.06256,0.02132,2.28604,7.58176,2.42673,1.17587,0.0293503,0.000350314,0.000350314
4,43.0423,2.18306,3.62117,1.6124,1.27157,0.14234,0.1298,0.12136,0.06165,0.1266,0.1148,0.10258,0.03796,2.28477,4.54238,1.89868,1.15271,0.00546559,0.000465595,0.000465595
5,52.951,2.0784,3.5549,1.50396,1.2048,0.19448,0.16428,0.14869,0.07344,0.18832,0.16124,0.14418,0.05871,2.21606,3.56494,1.74566,1.14739,0.0004868,0.0004868,0.0004868
6,63.5723,2.1297,3.62898,1.45106,1.24333,0.21186,0.19045,0.16105,0.07983,0.21002,0.18933,0.15529,0.06255,2.15276,3.48987,1.69781,1.13152,0.0004835,0.0004835,0.0004835
7,73.413,2.06172,3.47654,1.43656,1.19032,0.22602,0.19743,0.16799,0.08361,0.19031,0.16468,0.14086,0.0564,2.12796,3.62532,1.50029,1.11467,0.0004802,0.0004802,0.0004802
8,83.9865,2.13612,3.48547,1.45906,1.18543,0.23471,0.17611,0.17307,0.08399,0.20543,0.1557,0.14767,0.05822,2.17269,3.53816,1.45854,1.13927,0.0004769,0.0004769,0.0004769
9,94.0416,1.99108,3.36292,1.38907,1.16621,0.24901,0.1957,0.19195,0.09394,0.227,0.17119,0.16734,0.06607,2.13418,3.54205,1.40429,1.14085,0.0004736,0.0004736,0.0004736
10,103.813,1.96181,3.30855,1.30184,1.17399,0.25078,0.22906,0.19376,0.09394,0.2198,0.19904,0.17119,0.07518,2.09981,3.5024,1.40603,1.12956,0.0004703,0.0004703,0.0004703
11,113.767,1.94314,3.30296,1.29201,1.15916,0.26806,0.21892,0.20052,0.09791,0.24814,0.20067,0.18243,0.07806,2.09218,3.30345,1.39002,1.11308,0.000467,0.000467,0.000467
12,123.27,1.9278,3.27998,1.252,1.15333,0.31068,0.17855,0.19981,0.10111,0.30017,0.16401,0.18457,0.08026,2.14072,3.21932,1.33276,1.12076,0.0004637,0.0004637,0.0004637
13,133.737,1.88379,3.30889,1.20812,1.12276,0.30057,0.18533,0.20789,0.10815,0.28308,0.1705,0.1939,0.085,2.08776,3.18701,1.3155,1.10051,0.0004604,0.0004604,0.0004604
14,143.913,1.78109,3.05212,1.13767,1.11064,0.29909,0.2134,0.22603,0.11598,0.29031,0.20623,0.21829,0.09639,2.00785,3.09735,1.28098,1.08844,0.0004571,0.0004571,0.0004571
15,153.614,1.80026,3.10155,1.15989,1.11502,0.32903,0.25385,0.23114,0.11549,0.31275,0.25006,0.22333,0.09598,1.99808,3.10326,1.29082,1.0923,0.0004538,0.0004538,0.0004538
16,163.107,1.79303,3.08513,1.15524,1.11546,0.30859,0.26792,0.22833,0.1113,0.28929,0.26024,0.21641,0.09126,2.02,3.07955,1.31942,1.09347,0.0004505,0.0004505,0.0004505
