epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,298.809,1.71048,2.85981,1.03967,1.05137,0.47371,0.31379,0.34242,0.17564,0.4328,0.27669,0.30991,0.14248,1.878,2.84035,1.13691,1.06118,0.0004043,0.0004043,0.0004043
31,308.71,1.83358,2.97282,1.11341,1.06797,0.4648,0.3103,0.33469,0.17231,0.42196,0.28241,0.30198,0.13986,1.87214,2.82684,1.11335,1.0611,0.000401,0.000401,0.000401
32,319.513,1.77884,2.93069,1.1099,1.07068,0.46802,0.32632,0.34727,0.17813,0.44533,0.2909,0.3082,0.14153,1.874,2.83402,1.1112,1.06086,0.0003977,0.0003977,0.0003977
33,329.474,1.81131,2.96811,1.10514,1.06292,0.44797,0.33968,0.33664,0.17219,0.42352,0.30074,0.30437,0.13992,1.87856,2.82662,1.13032,1.0665,0.0003944,0.0003944,0.0003944
34,339.187,1.70172,2.89676,1.03173,1.05619,0.4346,0.32123,0.32871,0.1717,0.41048,0.28443,0.29797,0.13885,1.87285,2.81856,1.12968,1.07157,0.0003911,0.0003911,0.0003911
35,349.226,1.6503,2.82571,1.01232,1.05027,0.43707,0.32376,0.33553,0.17419,0.4075,0.29728,0.30683,0.14095,1.87622,2.81139,1.11968,1.07872,0.0003878,0.0003878,0.0003878
36,359.163,1.74372,2.86498,1.06504,1.05335,0.42403,0.34078,0.34195,0.1753,0.39163,0.3107,0.3122,0.14371,1.88767,2.81072,1.11767,1.08225,0.0003845,0.0003845,0.0003845
37,369.002,1.67304,2.8755,0.98593,1.03852,0.4396,0.35607,0.34646,0.18031,0.42247,0.32547,0.32333,0.14881,1.87327,2.79391,1.11752,1.07151,0.0003812,0.0003812,0.0003812
38,378.961,1.64197,2.79631,0.98293,1.04277,0.42793,0.34662,0.34228,0.17896,0.41268,0.32889,0.32704,0.14938,1.8852,2.80403,1.13857,1.07557,0.0003779,0.0003779,0.0003779
39,388.849,1.72655,2.82121,1.02665,1.04897,0.4505,0.32738,0.33648,0.17415,0.41514,0.3187,0.32186,0.14694,1.89511,2.81802,1.1432,1.07857,0.0003746,0.0003746,0.0003746
40,399.082,1.65554,2.78904,0.97475,1.04221,0.44147,0.35574,0.34536,0.17671,0.42069,0.33642,0.32577,0.14785,1.89927,2.82924,1.11696,1.07833,0.0003713,0.0003713,0.0003713
41,408.944,1.69757,2.83031,1.026,1.03809,0.44188,0.35528,0.33947,0.17208,0.41871,0.33034,0.31764,0.1463,1.89026,2.82236,1.11899,1.06925,0.000368,0.000368,0.000368
42,418.696,1.78433,2.89837,1.07683,1.04805,0.42639,0.34073,0.33165,0.17006,0.40289,0.31189,0.30895,0.13937,1.88164,2.82929,1.1156,1.06415,0.0003647,0.0003647,0.0003647
43,428.677,1.62032,2.76651,0.97878,1.05024,0.44635,0.31655,0.32481,0.16854,0.43055,0.29394,0.30459,0.13882,1.87762,2.80126,1.11425,1.06064,0.0003614,0.0003614,0.0003614
44,437.86,1.68556,2.77795,0.99448,1.05526,0.48653,0.30461,0.34158,0.17282,0.45251,0.28903,0.31971,0.14462,1.89096,2.79242,1.10705,1.06697,0.0003581,0.0003581,0.0003581
45,447.513,1.75435,2.83246,1.07061,1.04432,0.48685,0.31197,0.351,0.17858,0.45671,0.29388,0.33182,0.14869,1.88459,2.79737,1.10764,1.06837,0.0003548,0.0003548,0.0003548
46,457.376,1.65695,2.80025,1.01008,1.03534,0.4614,0.34741,0.36306,0.18373,0.43412,0.33281,0.34668,0.15635,1.88054,2.78169,1.1123,1.07421,0.0003515,0.0003515,0.0003515
47,467.457,1.65034,2.82529,0.96299,1.04376,0.43949,0.35432,0.35079,0.18022,0.42073,0.3393,0.33628,0.15572,1.86888,2.74659,1.11231,1.08106,0.0003482,0.0003482,0.0003482
48,477.176,1.71087,2.81803,1.03048,1.04183,0.42895,0.33945,0.32852,0.16975,0.41853,0.32783,0.31939,0.14472,1.87306,2.75284,1.1206,1.08121,0.0003449,0.0003449,0.0003449
49,486.87,1.72454,2.8168,1.04155,1.04126,0.43067,0.33555,0.33158,0.16981,0.42576,0.31652,0.31388,0.14271,1.89145,2.75186,1.11098,1.07781,0.0003416,0.0003416,0.0003416
50,496.163,1.72365,2.78611,1.02671,1.04147,0.44786,0.33702,0.34669,0.17708,0.43052,0.31906,0.32453,0.14695,1.8906,2.76526,1.10127,1.07913,0.0003383,0.0003383,0.0003383
51,505.661,1.73347,2.81059,1.05512,1.0403,0.45766,0.34582,0.35785,0.18023,0.43827,0.33792,0.34058,0.15198,1.88679,2.77585,1.10263,1.07872,0.000335,0.000335,0.000335
52,515.308,1.69397,2.78681,1.02192,1.04052,0.46587,0.34539,0.35711,0.17902,0.45951,0.32889,0.3402,0.15312,1.88994,2.77263,1.10848,1.07756,0.0003317,0.0003317,0.0003317
53,525.493,1.69341,2.79447,0.99583,1.04209,0.46043,0.33533,0.3525,0.17833,0.44395,0.32776,0.34027,0.15268,1.88857,2.77538,1.10598,1.07577,0.0003284,0.0003284,0.0003284
