epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,985.471,1.71571,2.87061,0.99804,1.09444,0.41115,0.30216,0.30582,0.1556,0.40144,0.2822,0.28922,0.12906,1.74976,2.71365,1.07452,1.05257,0.000726312,0.000726312,0.000726312
59,1000.81,1.78384,2.87976,1.025,1.10073,0.41782,0.31947,0.31273,0.15546,0.40677,0.31189,0.30689,0.13913,1.75525,2.68789,1.0806,1.06337,0.000709809,0.000709809,0.000709809
60,1018.66,1.67887,2.82953,0.96213,1.0784,0.41501,0.29943,0.30576,0.15314,0.40135,0.28043,0.29036,0.12909,1.75478,2.72479,1.06827,1.06263,0.000693305,0.000693305,0.000693305
61,1034.83,1.74896,2.8823,1.00347,1.07682,0.43152,0.29234,0.31116,0.15674,0.40701,0.27321,0.29077,0.13279,1.74173,2.66078,1.04872,1.04891,0.000676802,0.000676802,0.000676802
62,1048.16,1.80656,2.85554,1.05178,1.0772,0.43445,0.3026,0.31639,0.15664,0.42317,0.29058,0.30294,0.13991,1.73134,2.63641,1.04923,1.04978,0.000660299,0.000660299,0.000660299
63,1062.83,1.76399,2.80364,1.01628,1.0889,0.44686,0.29046,0.31585,0.162,0.41982,0.2734,0.29504,0.13874,1.73642,2.6646,1.05388,1.05444,0.000643795,0.000643795,0.000643795
64,1079.1,1.72956,2.87087,1.00809,1.07179,0.44122,0.28704,0.31203,0.16017,0.42293,0.26022,0.28545,0.13337,1.75546,2.68126,1.05689,1.05891,0.000627292,0.000627292,0.000627292
65,1092.45,1.71968,2.78179,0.99818,1.08735,0.44952,0.31702,0.32599,0.16263,0.41542,0.29336,0.29821,0.1332,1.77546,2.63971,1.05738,1.05599,0.000610789,0.000610789,0.000610789
66,1114.11,1.65546,2.70266,0.944,1.06862,0.44713,0.31386,0.32371,0.16396,0.41042,0.28927,0.29475,0.13075,1.74498,2.66112,1.03969,1.04801,0.000594286,0.000594286,0.000594286
67,1127.91,1.77406,2.85326,1.04666,1.08918,0.44502,0.31095,0.32638,0.16563,0.4242,0.29628,0.30911,0.14158,1.73009,2.62526,1.04167,1.05349,0.000577782,0.000577782,0.000577782
